,caseorder,customer_id,city,state,county,zip,lat,lng,population,area,timezone,job,children,age,education,employment,income,marital,gender,churn,outage_sec_perweek,email,contacts,yearly_equip_failure,techie,contract,port_modem,tablet,internetservice,phone,multiple,onlinesecurity,onlinebackup,deviceprotection,techsupport,streamingtv,streamingmovies,paperlessbilling,paymentmethod,tenure,monthlycharge,bandwidth_gb_year,item1,item2,item3,item4,item5,item6,item7,item8,zscoreincome,contract_type_num
7170,7171,U164846,De Smet,SD,Kingsbury,57231,44.36451,-97.59028,1640,Urban,America/Chicago,"Sales professional, IT",1.0,53.27574750830565,Associate's Degree,Part Time,10374.35,Divorced,Female,No,8.972651,14,0,0,No,One year,No,Yes,DSL,No,Yes,No,Yes,No,Yes,No,No,Yes,Credit Card (automatic),63.84205,159.8995,5910.057,4,4,3,4,4,4,3,3,-1.203001110849435,1
7171,7172,F405951,Lockeford,CA,San Joaquin,95237,38.16164,-121.1499,3531,Rural,America/Los_Angeles,Sales executive,5.0,80.0,Regular High School Diploma,Student,20870.24,Married,Female,No,9.840215,11,1,0,No,Month-to-month,No,No,None,Yes,No,No,No,Yes,Yes,Yes,No,Yes,Credit Card (automatic),0.0,129.4207,5575.296,4,4,2,4,4,3,3,4,-0.7758855144404031,0
7172,7173,J21342,Ingraham,IL,Clay,62434,38.84322,-88.3252,327,Rural,America/Chicago,"Surveyor, commercial/residential",1.0,48.0,"Some College, 1 or More Years, No Degree",Part Time,47832.25,Divorced,Female,No,11.0611,12,0,1,No,One year,No,No,DSL,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Bank Transfer(automatic),46.41276,241.8859,4872.598,3,4,3,3,4,2,3,2,0.32129585669975486,1
7173,7174,L631797,Glenmont,OH,Holmes,44628,40.53714,-82.16453,932,Suburban,America/New_York,Haematologist,3.0,30.0,"Some College, 1 or More Years, No Degree",Retired,27497.85,Separated,Male,No,5.544714,11,0,0,No,Month-to-month,No,No,Fiber Optic,Yes,No,Yes,No,No,No,No,No,Yes,Mailed Check,62.06064,113.6122,5396.113,4,3,3,3,3,3,4,3,-0.5061841744000196,0
7174,7175,U582130,Lead Hill,AR,Boone,72644,36.42477,-92.97076,2502,Urban,America/Chicago,Jewellery designer,0.0,70.0,"Some College, Less than 1 Year",Student,11798.33,Never Married,Male,No,6.660112,14,2,0,Yes,One year,No,No,None,Yes,No,No,No,No,No,Yes,No,Yes,Bank Transfer(automatic),61.72511,117.2145,5234.823,3,1,4,4,3,3,5,4,-1.1450542319306833,1
7175,7176,D621970,East Texas,PA,Lehigh,18046,40.54805,-75.5603,53,Urban,America/New_York,Hotel manager,1.0,41.0,"Some College, Less than 1 Year",Full Time,39936.76222636489,Married,Female,No,13.09942,9,0,0,No,Month-to-month,Yes,Yes,None,Yes,Yes,No,No,Yes,No,No,Yes,Yes,Credit Card (automatic),64.90704,160.425,5690.994,3,4,4,4,4,3,2,4,1.1843397656906803e-15,0
7176,7177,M596436,Clearwater,FL,Pinellas,33755,27.97958,-82.77982,25445,Urban,America/New_York,Broadcast presenter,0.0,69.0,Bachelor's Degree,Unemployed,39936.76222636489,Widowed,Female,No,13.92081,6,0,0,No,Two Year,Yes,No,Fiber Optic,Yes,No,Yes,No,Yes,No,No,No,No,Electronic Check,65.74105,127.7971,5480.317,3,3,1,4,4,2,2,4,1.1843397656906803e-15,2
7177,7178,L257206,Rockland,MA,Plymouth,2370,42.12987,-70.91096,17909,Rural,America/New_York,"Psychologist, counselling",2.0,28.0,"Some College, 1 or More Years, No Degree",Full Time,11576.34,Divorced,Female,No,10.51046,15,0,0,No,Month-to-month,Yes,No,Fiber Optic,No,No,No,No,Yes,No,Yes,Yes,No,Bank Transfer(automatic),56.87027,219.4603,0.0,3,3,5,5,3,2,2,2,-1.1540878051909635,0
7178,7179,E747706,Willard,NC,Pender,28478,34.64302,-78.03846,5114,Suburban,America/New_York,Sports coach,4.0,53.27574750830565,"Some College, Less than 1 Year",Part Time,37276.49,Widowed,Female,No,5.30401,11,0,0,No,One year,No,No,DSL,Yes,Yes,No,No,No,Yes,Yes,No,No,Electronic Check,57.62165,163.6303,5473.238,3,3,3,5,4,5,4,5,-0.10825606580997038,1
7179,7180,F423698,Lebanon,VA,Russell,24266,36.86436,-82.11867,9179,Rural,America/New_York,"Research officer, trade union",3.0,77.0,"Some College, 1 or More Years, No Degree",Full Time,25156.74,Widowed,Female,No,3.276376,15,2,0,No,Two Year,No,No,DSL,Yes,Yes,No,No,No,No,No,Yes,No,Mailed Check,71.09119,159.74,0.0,2,1,3,4,2,4,4,4,-0.6014523788028047,2
7180,7181,G169859,Frederica,DE,Kent,19946,39.03423,-75.45415,5438,Urban,America/New_York,"Social research officer, government",0.0,57.0,"Some College, 1 or More Years, No Degree",Full Time,106704.4,Never Married,Female,No,8.670376,12,3,1,No,Month-to-month,Yes,No,Fiber Optic,Yes,Yes,No,No,Yes,No,No,No,No,Credit Card (automatic),58.8721,158.9698,5045.935,2,4,4,4,5,3,2,2,2.7170158441550316,0
7181,7182,L494196,Ponemah,MN,Beltrami,56666,48.03179,-94.8337,1080,Suburban,America/Chicago,Production manager,0.0,68.0,Regular High School Diploma,Full Time,39936.76222636489,Widowed,Female,No,6.97272,12,0,0,No,One year,No,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Electronic Check,48.25936,197.3068,4755.552,5,4,4,3,3,4,5,3,1.1843397656906803e-15,1
7182,7183,S632772,Elgin,AZ,Santa Cruz,85611,31.66144,-110.512,839,Suburban,America/Phoenix,Research scientist (maths),4.0,68.0,Associate's Degree,Full Time,39936.76222636489,Widowed,Male,No,14.03479,16,1,0,No,One year,No,No,Fiber Optic,Yes,Yes,No,Yes,No,No,No,Yes,No,Mailed Check,64.26003,203.5479,5732.941,3,3,3,2,5,3,3,3,1.1843397656906803e-15,1
7183,7184,J507623,Denver,CO,Jefferson,80215,39.74409,-105.1159,19415,Suburban,America/Denver,Information systems manager,3.0,53.27574750830565,Regular High School Diploma,Full Time,5331.26,Married,Male,No,9.812584,15,0,0,No,Month-to-month,Yes,No,DSL,Yes,No,No,No,No,No,Yes,No,Yes,Bank Transfer(automatic),48.80395,118.4555,4615.321,5,5,5,5,4,3,4,3,-1.4082226207065716,0
7184,7185,L786251,Costilla,NM,Taos,87524,36.93242,-105.6723,92,Rural,America/Denver,"Editor, magazine features",6.0,75.0,"Some College, Less than 1 Year",Retired,25118.27,Separated,Male,No,3.592635,11,0,0,No,Month-to-month,Yes,Yes,Fiber Optic,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,Electronic Check,47.95497,184.5878,4421.996,3,4,2,4,3,4,3,4,-0.6030178617674561,0
7185,7186,A505732,Woodstock,NY,Ulster,12498,42.0485,-74.10639,5005,Urban,America/New_York,Visual merchandiser,1.0,79.0,"Some College, Less than 1 Year",Part Time,39936.76222636489,Separated,Prefer not to answer,No,7.221453,8,2,3,Yes,One year,Yes,Yes,None,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Credit Card (automatic),68.7146,141.2946,5897.501,3,3,3,3,3,2,5,4,1.1843397656906803e-15,1
7186,7187,X605976,El Paso,TX,El Paso,79922,31.81507,-106.561,8236,Rural,America/Denver,"Research officer, political party",1.0,23.0,Bachelor's Degree,Full Time,33774.23,Divorced,Female,No,10.69433,6,4,1,No,Month-to-month,No,No,Fiber Optic,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Mailed Check,0.0,242.1956,4954.89,3,3,2,4,2,3,3,5,-0.2507756490639386,0
7187,7188,Y34712,Valentine,NE,Cherry,69201,42.71527,-100.6112,3951,Urban,America/Chicago,Manufacturing systems engineer,0.0,84.0,Regular High School Diploma,Part Time,39936.76222636489,Never Married,Female,No,13.03163,13,1,2,Yes,Two Year,No,Yes,DSL,No,No,Yes,No,No,No,Yes,Yes,Yes,Bank Transfer(automatic),62.27403,204.0105,0.0,3,2,3,4,4,3,4,4,1.1843397656906803e-15,2
7188,7189,H445914,Wetumpka,AL,Elmore,36093,32.49754,-86.14037,11147,Urban,America/Chicago,Printmaker,0.0,53.27574750830565,Regular High School Diploma,Full Time,30281.73,Divorced,Male,No,15.47455,10,0,1,No,Month-to-month,Yes,Yes,Fiber Optic,Yes,No,Yes,No,No,Yes,No,Yes,Yes,Mailed Check,58.13955,163.776,5046.116,5,4,5,6,2,6,4,5,-0.39289806273810485,0
7189,7190,R518161,Sac City,IA,Sac,50583,42.43266,-94.98657,2719,Rural,America/Chicago,Neurosurgeon,1.0,59.0,"Some College, Less than 1 Year",Retired,14570.01,Separated,Female,No,7.783218,17,3,0,No,Month-to-month,Yes,No,Fiber Optic,Yes,No,No,Yes,No,No,Yes,No,Yes,Electronic Check,43.59094,159.8936,3858.41,4,5,5,4,3,5,4,2,-1.0322645822435217,0
7190,7191,R286623,Violet Hill,AR,Izard,72584,36.14103,-91.8437,316,Rural,America/Chicago,Haematologist,4.0,53.27574750830565,Regular High School Diploma,Part Time,9349.55,Married,Male,No,4.439436,12,1,1,No,One year,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Yes,No,Yes,Electronic Check,69.81507,151.3325,6727.977,2,2,3,3,2,3,2,3,-1.2447039167286862,1
7191,7192,G563523,Dushore,PA,Sullivan,18614,41.48971,-76.37811,2233,Urban,America/New_York,"Restaurant manager, fast food",0.0,86.0,Regular High School Diploma,Full Time,103076.7,Never Married,Female,No,10.82428,15,1,0,No,Month-to-month,No,Yes,Fiber Optic,Yes,No,Yes,No,Yes,No,Yes,No,Yes,Credit Card (automatic),48.15455,166.1305,4368.425,2,3,2,6,1,5,4,4,2.569391655154095,0
7192,7193,H756625,Slick,OK,Creek,74071,35.7821,-96.28058,148,Urban,America/Chicago,Sub,0.0,27.0,Regular High School Diploma,Full Time,76518.34,Married,Male,No,10.52764,12,0,1,No,One year,No,Yes,Fiber Optic,Yes,No,No,No,No,No,Yes,Yes,Yes,Electronic Check,0.0,207.2958,4955.139,4,4,3,3,2,4,5,3,1.488636257465498,1
7193,7194,S517133,Tutor Key,KY,Johnson,41263,37.85179,-82.76019,442,Urban,America/New_York,Freight forwarder,4.0,35.0,GED or Alternative Credential,Student,7125.29,Separated,Male,No,7.0145,14,0,1,No,Two Year,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,Mailed Check,53.77192,153.6617,5484.557,3,2,4,5,2,3,4,4,-1.3352170734470543,2
7194,7195,B918135,Maurertown,VA,Shenandoah,22644,38.95277,-78.48929,2413,Suburban,America/New_York,Sales promotion account executive,0.0,20.0,"9th Grade to 12th Grade, No Diploma",Full Time,39936.76222636489,Widowed,Female,No,38.09746,8,2,1,Yes,One year,No,No,Fiber Optic,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Electronic Check,67.29113,216.0718,6062.107,3,2,3,3,3,4,5,2,1.1843397656906803e-15,1
7195,7196,O70821,Pueblo,CO,Pueblo,81007,38.35511,-104.7779,31860,Rural,America/Denver,"Clinical scientist, histocompatibility and immunogenetics",1.0,53.27574750830565,"Some College, 1 or More Years, No Degree",Full Time,32123.33,Married,Female,No,11.6865,12,1,1,No,Month-to-month,Yes,No,DSL,Yes,No,No,Yes,No,No,No,Yes,No,Electronic Check,54.26701,162.8106,5157.491,2,2,2,2,3,3,3,4,-0.31795672071309566,0
7196,7197,U713265,Guayama,PR,Guayama,784,18.00543,-66.13392,40685,Urban,America/Puerto_Rico,Architect,8.0,29.0,Regular High School Diploma,Full Time,12859.78,Divorced,Male,No,6.857638,12,1,1,No,Two Year,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,Credit Card (automatic),66.74885,144.3284,6601.002,2,2,3,5,3,2,4,1,-1.1018600054469487,2
7197,7198,Z501409,Bridgeview,IL,Cook,60455,41.74211,-87.80863,16479,Rural,America/Chicago,Chiropractor,0.0,36.0,"Some College, 1 or More Years, No Degree",Student,11898.85,Widowed,Female,No,14.64469,11,1,0,No,Month-to-month,Yes,No,Fiber Optic,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Electronic Check,47.77726,214.8044,0.0,2,3,3,4,4,2,2,3,-1.1409637108075548,0
7198,7199,Y953374,Wauseon,OH,Fulton,43567,41.57568,-84.15406,13247,Suburban,America/New_York,"Surveyor, rural practice",0.0,53.27574750830565,No Schooling Completed,Full Time,12366.54,Divorced,Male,No,12.251,11,3,0,No,Month-to-month,No,No,Fiber Optic,Yes,Yes,No,No,No,No,No,Yes,Yes,Credit Card (automatic),69.91626,180.2066,6087.467,4,5,4,3,4,4,5,3,-1.1219317189245852,0
7199,7200,L248822,Myrtle Beach,SC,Horry,29577,33.69865,-78.9031,31816,Urban,America/New_York,"Surveyor, hydrographic",0.0,24.0,"Some College, Less than 1 Year",Full Time,64333.45,Never Married,Male,No,12.92576,12,0,0,No,One year,Yes,No,Fiber Optic,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Electronic Check,49.74162,256.0317,4844.338,5,4,4,5,2,4,5,4,0.9927891630763186,1
7200,7201,F366337,Bradley,AR,Lafayette,71826,33.09207,-93.72343,1227,Suburban,America/Chicago,Gaffer,4.0,50.0,"9th Grade to 12th Grade, No Diploma",Retired,39936.76222636489,Never Married,Female,No,8.260513,9,0,0,No,Month-to-month,No,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Credit Card (automatic),49.40819,162.9281,4826.084,3,3,4,4,4,3,3,3,1.1843397656906803e-15,0
7201,7202,D590579,Hillside,NJ,Union,7205,40.69613,-74.22857,21895,Urban,America/New_York,Scientific laboratory technician,0.0,75.0,Regular High School Diploma,Full Time,39936.76222636489,Divorced,Female,No,10.03583,14,1,0,No,Month-to-month,No,No,Fiber Optic,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Bank Transfer(automatic),54.04994,253.7587,4956.726,2,3,3,3,4,3,4,3,1.1843397656906803e-15,0
7202,7203,R472225,Berkeley,CA,Alameda,94708,37.90265,-122.2619,11455,Suburban,America/Los_Angeles,"Engineer, maintenance (IT)",2.0,53.27574750830565,Nursery School to 8th Grade,Student,39936.76222636489,Widowed,Male,No,11.00693,16,1,1,No,One year,Yes,No,Fiber Optic,Yes,No,Yes,No,Yes,Yes,Yes,No,No,Bank Transfer(automatic),54.95441,164.5843,4974.094,1,1,2,4,3,2,2,3,1.1843397656906803e-15,1
7203,7204,Q112325,Temple,TX,Bell,76502,31.09622,-97.41034,40622,Urban,America/Chicago,Public affairs consultant,1.0,53.27574750830565,"Some College, Less than 1 Year",Full Time,80011.9,Divorced,Female,No,5.443928,11,0,0,Yes,Month-to-month,Yes,Yes,Fiber Optic,Yes,No,Yes,Yes,No,No,No,No,Yes,Electronic Check,69.93726,136.2957,5975.248,5,5,4,3,2,5,3,5,1.6308018063604213,0
7204,7205,Z285585,Minot,ND,Ward,58707,48.24623,-101.3004,515,Suburban,America/Chicago,Textile designer,0.0,45.0,"Some College, 1 or More Years, No Degree",Full Time,40824.52,Widowed,Female,No,16.30431,17,1,0,Yes,Month-to-month,Yes,Yes,None,Yes,Yes,No,No,Yes,No,Yes,No,Yes,Mailed Check,64.63609,150.9674,5661.027,4,4,3,4,4,4,4,3,0.036126063721411514,0
7205,7206,Y71861,Mabelvale,AR,Saline,72103,34.58979,-92.38373,12846,Urban,America/Chicago,Chief Executive Officer,0.0,88.0,Master's Degree,Full Time,39936.76222636489,Widowed,Female,No,11.97009,7,2,0,No,Month-to-month,No,No,DSL,Yes,Yes,No,No,No,Yes,No,Yes,Yes,Electronic Check,70.96989,173.7595,6335.562,4,3,4,4,5,4,4,4,1.1843397656906803e-15,0
7206,7207,O950616,Gila,NM,Grant,88038,33.07212,-108.4265,341,Suburban,America/Denver,Database administrator,0.0,84.0,Nursery School to 8th Grade,Full Time,16442.14,Never Married,Female,No,7.575922,10,3,0,No,Month-to-month,No,No,DSL,No,Yes,No,Yes,Yes,Yes,No,No,Yes,Credit Card (automatic),54.04993,171.2297,4981.748,4,3,4,3,4,5,1,5,-0.9560808644734955,0
7207,7208,Q261805,Rochester,NY,Monroe,14618,43.113,-77.55536,22602,Suburban,America/New_York,Engineering geologist,1.0,53.27574750830565,"Some College, 1 or More Years, No Degree",Unemployed,39936.76222636489,Married,Male,No,41.96482,16,0,0,No,Month-to-month,No,Yes,Fiber Optic,Yes,Yes,No,Yes,Yes,No,No,No,Yes,Credit Card (automatic),48.56111,208.4704,4282.995,2,3,3,3,2,2,3,3,1.1843397656906803e-15,0
7208,7209,X940165,Mineral Wells,TX,Palo Pinto,76067,32.80005,-98.12755,20215,Urban,America/Chicago,Statistician,3.0,37.0,Doctorate Degree,Unemployed,25663.7,Widowed,Female,No,12.12164,13,2,1,No,Two Year,Yes,No,None,Yes,Yes,No,Yes,Yes,No,No,No,No,Credit Card (automatic),63.69034,147.4863,5600.295,5,5,4,4,3,4,5,3,-0.5808223490715935,2
7209,7210,V972302,Cottondale,FL,Jackson,32431,30.78695,-85.41357,3975,Suburban,America/Chicago,Mechanical engineer,0.0,22.0,Master's Degree,Retired,14096.28,Never Married,Male,No,5.67534,9,0,1,No,One year,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Yes,No,No,Mailed Check,0.0,174.5738,6689.749,4,3,3,3,3,3,2,3,-1.0515423634975984,1
7210,7211,R720761,Akron,MI,Tuscola,48701,43.58607,-83.54524,1470,Urban,America/Detroit,Social researcher,1.0,85.0,"Some College, 1 or More Years, No Degree",Full Time,12567.22,Divorced,Female,No,11.26972,13,1,0,Yes,Month-to-month,Yes,Yes,Fiber Optic,Yes,Yes,No,No,No,No,No,Yes,No,Bank Transfer(automatic),71.79034,179.823,6025.591,3,3,3,5,5,2,3,3,-1.1137653263759435,0
7211,7212,V220879,Attica,KS,Harper,67009,37.21929,-98.26673,1005,Urban,America/Chicago,"Designer, textile",1.0,75.0,Bachelor's Degree,Unemployed,39936.76222636489,Never Married,Female,No,7.876386,8,0,1,No,Month-to-month,No,Yes,DSL,Yes,No,No,No,No,No,Yes,No,No,Credit Card (automatic),71.39672,116.0121,6403.802,5,5,4,4,4,3,5,3,1.1843397656906803e-15,0
7212,7213,U686255,Friedens,PA,Somerset,15541,40.04808,-78.97718,3682,Rural,America/New_York,Geochemist,0.0,53.27574750830565,"9th Grade to 12th Grade, No Diploma",Unemployed,21353.34,Divorced,Male,No,5.869301,14,0,1,No,Month-to-month,Yes,Yes,DSL,No,No,No,No,Yes,No,No,Yes,Yes,Mailed Check,65.80077,140.3065,6236.509,2,3,2,3,4,2,3,3,-0.7562264341122744,0
7213,7214,F593304,North Collins,NY,Erie,14111,42.58252,-78.90084,3337,Urban,America/New_York,Surgeon,0.0,53.27574750830565,Regular High School Diploma,Student,36414.44,Married,Male,No,10.04049,12,0,0,No,One year,Yes,No,Fiber Optic,Yes,Yes,No,No,Yes,No,No,Yes,Yes,Electronic Check,56.37128,192.7614,5085.717,6,5,5,4,4,3,4,3,-0.14333598755880766,1
7214,7215,I945563,Ida,LA,Caddo,71044,32.968,-93.88231,679,Suburban,America/Chicago,Field trials officer,0.0,53.27574750830565,Associate's Degree,Full Time,13960.75,Married,Male,No,14.78181,7,1,2,No,Month-to-month,No,No,Fiber Optic,No,No,No,No,Yes,No,No,Yes,No,Electronic Check,55.00167,160.0174,4727.774,3,4,3,3,3,5,3,3,-1.0570575677138503,0
7215,7216,R257036,Mc Cracken,KS,Rush,67556,38.61179,-99.52892,288,Suburban,America/Chicago,Astronomer,2.0,43.0,Regular High School Diploma,Unemployed,15157.92,Married,Male,No,13.67999,14,2,0,Yes,Month-to-month,No,No,DSL,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,Credit Card (automatic),69.03254,204.4477,6814.654,2,2,2,3,4,2,2,2,-1.008340405229011,0
7216,7217,Y473038,Horseshoe Bend,ID,Boise,83629,43.91939,-116.1626,1722,Urban,America/Boise,Lobbyist,0.0,60.0,Bachelor's Degree,Full Time,39936.76222636489,Divorced,Female,No,3.52348,11,0,0,No,One year,No,No,DSL,Yes,No,No,Yes,No,No,No,Yes,No,Bank Transfer(automatic),51.08527,150.1204,4969.701,4,4,3,3,3,5,5,4,1.1843397656906803e-15,1
7217,7218,J166590,Danville,IA,Des Moines,52623,40.85736,-91.33837,2029,Rural,America/Chicago,Quantity surveyor,1.0,86.0,Bachelor's Degree,Full Time,39936.76222636489,Never Married,Male,No,2.539535,16,0,0,Yes,Month-to-month,Yes,No,Fiber Optic,No,No,No,No,Yes,Yes,No,No,Yes,Bank Transfer(automatic),49.6365,138.4703,4147.199,5,5,5,2,5,3,4,4,1.1843397656906803e-15,0
7218,7219,E404795,Manasquan,NJ,Monmouth,8736,40.11991,-74.06817,12991,Urban,America/New_York,Lexicographer,0.0,57.0,Bachelor's Degree,Student,13756.92,Widowed,Male,No,8.91803,6,2,1,No,Month-to-month,No,No,DSL,No,Yes,No,Yes,No,No,Yes,No,No,Electronic Check,61.11248,172.9063,5894.713,3,3,4,4,3,4,2,4,-1.0653521451166292,0
7219,7220,L458235,Grand View,WI,Bayfield,54839,46.36035,-91.14147,211,Rural,America/Chicago,Camera operator,2.0,63.0,Bachelor's Degree,Full Time,30553.58,Married,Female,No,12.68964,10,1,1,No,Month-to-month,No,No,Fiber Optic,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Bank Transfer(automatic),0.0,203.9621,5817.135,3,3,2,5,3,3,3,4,-0.38183550635805547,0
7220,7221,J23694,Mora,NM,Mora,87732,35.96341,-105.3675,1531,Urban,America/Denver,"Scientist, physiological",1.0,53.27574750830565,"Some College, 1 or More Years, No Degree",Student,12119.43,Never Married,Male,No,9.52551,11,3,0,No,Two Year,No,Yes,Fiber Optic,Yes,No,Yes,Yes,No,No,No,No,Yes,Electronic Check,0.0,138.3983,4522.229,4,4,4,3,4,3,4,4,-1.1319875155296026,2
7221,7222,Y295415,Dedham,MA,Norfolk,2026,42.24671,-71.17777,25360,Suburban,America/New_York,"Scientist, product/process development",0.0,53.27574750830565,Bachelor's Degree,Full Time,11000.02,Never Married,Female,No,11.75521,11,0,0,No,Month-to-month,No,No,None,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Mailed Check,59.94749,173.0142,5377.226,5,4,4,3,2,3,4,4,-1.177540343329459,0
7222,7223,L466451,Moyie Springs,ID,Boundary,83845,48.77845,-116.1178,1875,Urban,America/Los_Angeles,"Engineer, agricultural",3.0,85.0,Regular High School Diploma,Retired,48415.61,Married,Female,No,10.99413,14,1,3,No,Month-to-month,Yes,No,Fiber Optic,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Electronic Check,69.14226,234.387,6260.501,4,4,5,4,5,3,4,5,0.3450348778138455,0
7223,7224,T177589,Oxford,NY,Chenango,13830,42.44002,-75.62797,5196,Rural,America/New_York,"Therapist, occupational",1.0,43.0,Associate's Degree,Full Time,39936.76222636489,Separated,Male,No,10.0481,14,2,0,No,Month-to-month,Yes,Yes,Fiber Optic,Yes,No,Yes,No,Yes,No,No,No,No,Mailed Check,63.39679,127.9402,5486.549,3,4,4,5,2,4,4,5,1.1843397656906803e-15,0
7224,7225,M630121,Zachary,LA,East Baton Rouge,70791,30.65217,-91.15564,26719,Suburban,America/Chicago,Consulting civil engineer,0.0,53.27574750830565,Bachelor's Degree,Full Time,12525.37,Divorced,Male,No,12.1336,11,2,1,No,Month-to-month,Yes,Yes,None,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Bank Transfer(automatic),50.34057,182.4208,4614.576,3,5,3,5,2,3,4,5,-1.115468353723764,0
7225,7226,W588734,Wayne,WV,Wayne,25570,38.23109,-82.42179,6023,Urban,America/New_York,Clinical cytogeneticist,3.0,83.0,"9th Grade to 12th Grade, No Diploma",Full Time,121964.1,Widowed,Female,No,14.0193,10,2,0,No,Two Year,Yes,No,Fiber Optic,No,Yes,No,Yes,No,No,Yes,Yes,No,Credit Card (automatic),69.96882,262.6377,6336.053,4,5,3,5,2,3,3,4,3.3379880405598055,2
7226,7227,V455035,Chino,CA,San Bernardino,91708,33.95398,-117.6405,3892,Rural,America/Los_Angeles,Music therapist,0.0,51.0,Professional School Degree,Unemployed,39936.76222636489,Married,Male,No,9.151882,11,1,0,Yes,Two Year,No,No,None,Yes,No,No,No,Yes,No,Yes,No,Yes,Bank Transfer(automatic),52.3021,117.4572,4698.192,3,3,4,3,4,3,3,3,1.1843397656906803e-15,2
7227,7228,Y353460,Ida Grove,IA,Ida,51445,42.32447,-95.46454,2781,Suburban,America/Chicago,"Accountant, chartered public finance",0.0,77.0,Regular High School Diploma,Full Time,9771.32,Widowed,Male,No,6.604135,10,0,1,No,One year,Yes,Yes,Fiber Optic,Yes,No,No,No,Yes,Yes,Yes,No,Yes,Credit Card (automatic),69.09962,162.0622,5901.269,3,4,5,3,4,3,4,4,-1.2275405751638033,1
7228,7229,O144814,Bartlett,TX,Williamson,76511,30.80164,-97.42497,2753,Suburban,America/Chicago,Intelligence analyst,1.0,53.27574750830565,Bachelor's Degree,Part Time,67857.57,Never Married,Female,No,7.256257,11,1,0,No,One year,No,No,None,No,Yes,Yes,No,No,No,Yes,Yes,No,Bank Transfer(automatic),60.76389,211.3628,5701.462,4,5,3,5,3,3,3,4,1.136198308524394,1
7229,7230,P804421,Pine Island,MN,Dodge,55963,44.1898,-92.6625,5241,Suburban,America/Chicago,Museum/gallery curator,1.0,53.27574750830565,Bachelor's Degree,Full Time,23948.23,Divorced,Female,No,10.11409,12,2,0,No,Two Year,No,Yes,Fiber Optic,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,Electronic Check,54.38925,175.1702,4952.729,3,3,3,3,5,2,3,2,-0.6506310067625374,2
7230,7231,T886343,Glenns Ferry,ID,Elmore,83623,43.08033,-115.3911,1451,Rural,America/Boise,Learning mentor,1.0,53.27574750830565,"Some College, 1 or More Years, No Degree",Student,101429.4,Separated,Female,No,11.2892,14,1,0,No,Month-to-month,Yes,No,Fiber Optic,Yes,No,No,No,No,Yes,Yes,No,Yes,Credit Card (automatic),60.75202,149.3731,0.0,3,3,4,3,3,4,3,3,2.5023570804810946,0
7231,7232,U905397,Conestoga,PA,Lancaster,17516,39.94012,-76.37551,4286,Suburban,America/New_York,International aid/development worker,0.0,18.0,Associate's Degree,Full Time,39936.76222636489,Widowed,Female,No,2.423994,8,0,1,No,One year,Yes,No,None,No,No,Yes,No,Yes,No,Yes,No,Yes,Mailed Check,71.23368,119.2418,6293.395,2,2,4,3,5,2,2,2,1.1843397656906803e-15,1
7232,7233,A590798,Estero,FL,Lee,33928,26.41977,-81.72336,24682,Suburban,America/New_York,Prison officer,1.0,55.0,"9th Grade to 12th Grade, No Diploma",Unemployed,77919.02,Never Married,Female,No,13.16067,15,0,0,No,Month-to-month,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Mailed Check,71.38558,236.842,6988.588,3,2,4,4,3,3,4,4,1.5456349753996803,0
7233,7234,S839869,Kearney,MO,Clay,64060,39.36857,-94.36463,14357,Urban,America/Chicago,Music therapist,1.0,53.27574750830565,Associate's Degree,Full Time,20421.97,Married,Male,No,6.987358,16,4,0,Yes,Two Year,No,No,Fiber Optic,No,No,Yes,Yes,Yes,No,No,Yes,Yes,Bank Transfer(automatic),61.97804,185.3695,5614.134,2,2,2,4,4,4,5,4,-0.7941272365242166,2
7234,7235,J126105,Milton,IN,Wayne,47357,39.75631,-85.14961,884,Urban,America/Indiana/Indianapolis,Learning mentor,2.0,29.0,Bachelor's Degree,Full Time,39936.76222636489,Divorced,Female,No,9.39308,14,1,1,No,Two Year,Yes,Yes,None,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Electronic Check,68.61879,182.7535,6159.246,3,3,2,4,2,3,3,2,1.1843397656906803e-15,2
